,,,,mean,mean,mean,MG,inst_acc
Qwen3-VL (2B),166.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),167.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),168.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),169.0,coarse perception,image style & quality,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),170.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),171.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),172.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),173.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),174.0,coarse perception,image emotion,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),175.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),176.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),177.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),178.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),179.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),180.0,coarse perception,image scene and topic,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),181.0,coarse perception,image emotion,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),182.0,coarse perception,image emotion,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),183.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),184.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),185.0,coarse perception,image style & quality,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),186.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),187.0,coarse perception,image emotion,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),188.0,coarse perception,image emotion,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),189.0,coarse perception,image emotion,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),190.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),191.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),192.0,coarse perception,image style & quality,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),193.0,coarse perception,image style & quality,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),194.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),195.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),196.0,coarse perception,image emotion,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),197.0,coarse perception,image style & quality,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),198.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),199.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),200.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),201.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),202.0,coarse perception,image emotion,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),203.0,coarse perception,image style & quality,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),204.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),205.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),206.0,coarse perception,image emotion,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),207.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),208.0,coarse perception,image scene and topic,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),209.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),210.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),211.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),212.0,coarse perception,image emotion,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),213.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),214.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),215.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),216.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),217.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),218.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),219.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),220.0,coarse perception,image emotion,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),221.0,coarse perception,image emotion,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),222.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),223.0,coarse perception,image emotion,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),224.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),225.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),226.0,coarse perception,image emotion,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),227.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),228.0,coarse perception,image style & quality,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),229.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),230.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),231.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),232.0,coarse perception,image style & quality,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),233.0,coarse perception,image style & quality,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),234.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),235.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),236.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),237.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),238.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),239.0,coarse perception,image style & quality,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),240.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),241.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),242.0,coarse perception,image scene and topic,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),243.0,coarse perception,image scene and topic,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),244.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),245.0,coarse perception,image style & quality,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),246.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),247.0,coarse perception,image style & quality,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),248.0,coarse perception,image emotion,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),249.0,coarse perception,image emotion,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),250.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),251.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),252.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),253.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),254.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),255.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),256.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),257.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),258.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),259.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),260.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),261.0,fine-grained perception,object counting,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),262.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),263.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),264.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),265.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),266.0,fine-grained perception,object counting,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),267.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),268.0,fine-grained perception,object counting,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),269.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),270.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),271.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),272.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),273.0,fine-grained perception,object counting,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),274.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),275.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),276.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),277.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),278.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),279.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),280.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),281.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),282.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),283.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),284.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),285.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),286.0,fine-grained perception,localization,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),287.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),288.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),289.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),290.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),291.0,fine-grained perception,recognition,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),292.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),293.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),294.0,fine-grained perception,localization,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),295.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),296.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),297.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),298.0,fine-grained perception,object counting,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),299.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),300.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),301.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),302.0,fine-grained perception,localization,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),303.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),304.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),305.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),306.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),307.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),308.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),309.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),310.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),311.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),312.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),313.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),314.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),315.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),316.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),317.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),318.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),319.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),320.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),321.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),322.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),323.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),324.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),325.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),326.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),327.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),328.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),329.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),330.0,fine-grained perception,object counting,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),331.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),332.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),333.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),334.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),335.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),336.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),337.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),338.0,fine-grained perception,object counting,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),339.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),340.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),341.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),342.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),343.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),344.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),345.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),346.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),347.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),348.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),349.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),350.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),351.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),352.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),353.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),354.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),355.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),356.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),357.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),358.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),359.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),360.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),361.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),362.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),363.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),364.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),365.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),366.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),367.0,fine-grained perception,object counting,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),368.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),369.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),370.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),371.0,fine-grained perception,localization,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),372.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),373.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),374.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),375.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),376.0,fine-grained perception,recognition,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),377.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),378.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),379.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),380.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),381.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),382.0,fine-grained perception,object counting,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),383.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),384.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),385.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),386.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),387.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),388.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),389.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),390.0,fine-grained perception,localization,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),391.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),392.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),393.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),394.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),395.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),396.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),397.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),398.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),399.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),400.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),401.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),402.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),403.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),404.0,fine-grained perception,object counting,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),405.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),406.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),407.0,fine-grained perception,localization,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),408.0,fine-grained perception,recognition,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),409.0,fine-grained perception,localization,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),410.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),411.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),412.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),413.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),414.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),415.0,fine-grained perception,recognition,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),416.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),417.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),418.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),419.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),420.0,fine-grained perception,object counting,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),421.0,fine-grained perception,recognition,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),422.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),423.0,fine-grained perception,localization,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),424.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),425.0,fine-grained perception,object counting,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),426.0,fine-grained perception,localization,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),427.0,fine-grained perception,localization,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),428.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),429.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),430.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),431.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),432.0,fine-grained perception,recognition,0.0,100.0,100.0,-100.0,0.0
Qwen3-VL (2B),433.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),434.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),435.0,fine-grained perception,object counting,100.0,0.0,100.0,0.0,100.0
Qwen3-VL (2B),436.0,fine-grained perception,object counting,0.0,0.0,100.0,-100.0,100.0
Qwen3-VL (2B),437.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),438.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),439.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),440.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),441.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),442.0,fine-grained perception,recognition,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),443.0,fine-grained perception,localization,100.0,100.0,100.0,0.0,0.0
Qwen3-VL (2B),444.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),445.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),446.0,fine-grained perception,object counting,100.0,100.0,0.0,100.0,-100.0
Qwen3-VL (2B),447.0,fine-grained perception,object counting,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),448.0,fine-grained perception,recognition,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),449.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),450.0,fine-grained perception,object counting,0.0,0.0,0.0,0.0,0.0
Qwen3-VL (2B),451.0,fine-grained perception,recognition,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),452.0,fine-grained perception,recognition,0.0,100.0,0.0,0.0,-100.0
Qwen3-VL (2B),453.0,fine-grained perception,object counting,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),454.0,fine-grained perception,localization,100.0,0.0,0.0,100.0,0.0
Qwen3-VL (2B),455.0,fine-grained perception,object counting,0.0,100.0,100.0,-100.0,0.0
