,,,,mean,mean,mean,MG
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,64,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,65,coarse perception,image scene and topic,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,66,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,67,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,68,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,69,coarse perception,image emotion,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,70,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,71,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,72,coarse perception,image scene and topic,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,73,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,74,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,75,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,76,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,77,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,78,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,79,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,80,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,81,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,82,coarse perception,image scene and topic,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,83,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,84,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,85,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,86,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,87,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,88,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,89,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,90,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,91,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,92,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,93,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,94,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,95,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,96,coarse perception,image scene and topic,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,97,coarse perception,image emotion,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,98,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,99,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,100,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,101,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,102,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,103,coarse perception,image scene and topic,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,104,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,105,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,106,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,107,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,108,coarse perception,image scene and topic,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,109,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,110,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,111,coarse perception,image scene and topic,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,112,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,113,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,114,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,115,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,116,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,117,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,118,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,119,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,120,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,121,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,122,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,123,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,124,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,125,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,126,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,127,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,128,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,129,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,130,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,131,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,132,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,133,coarse perception,image emotion,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,134,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,135,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,136,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,137,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,138,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,139,coarse perception,image emotion,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,140,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,141,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,142,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,143,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,144,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,145,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,146,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,147,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,148,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,149,coarse perception,image style & quality,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,150,coarse perception,image style & quality,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,151,coarse perception,image scene and topic,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,152,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,153,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,154,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,155,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,156,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,157,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,158,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,159,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,160,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,161,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,162,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,163,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,164,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,165,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,166,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,167,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,168,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,169,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,170,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,171,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,172,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,173,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,174,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,175,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,176,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,177,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,178,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,179,coarse perception,image style & quality,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,180,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,181,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,182,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,183,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,184,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,185,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,186,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,187,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,188,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,189,coarse perception,image emotion,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,190,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,191,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,192,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,193,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,194,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,195,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,196,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,197,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,198,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,199,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,200,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,201,coarse perception,image style & quality,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,202,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,203,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,204,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,205,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,206,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,207,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,208,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,209,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,210,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,211,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,212,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,213,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,214,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,215,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,216,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,217,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,218,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,219,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,220,coarse perception,image emotion,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,221,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,222,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,223,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,224,coarse perception,image scene and topic,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,225,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,226,coarse perception,image emotion,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,227,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,228,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,229,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,230,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,231,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,232,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,233,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,234,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,235,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,236,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,237,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,238,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,239,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,240,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,241,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,242,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,243,coarse perception,image scene and topic,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,244,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,245,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,246,coarse perception,image style & quality,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,247,coarse perception,image style & quality,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,248,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,249,coarse perception,image emotion,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,250,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,251,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,252,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,253,fine-grained perception,object counting,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,254,fine-grained perception,object counting,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,255,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,256,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,257,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,258,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,259,fine-grained perception,localization,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,260,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,261,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,262,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,263,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,264,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,265,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,266,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,267,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,268,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,269,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,270,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,271,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,272,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,273,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,274,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,275,fine-grained perception,recognition,1.0,,1.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,276,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,277,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,278,fine-grained perception,object counting,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,279,fine-grained perception,localization,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,280,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,281,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,282,fine-grained perception,recognition,0.0,,1.0,-1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,283,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,284,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,285,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,286,fine-grained perception,localization,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,287,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,288,fine-grained perception,recognition,1.0,,0.0,1.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,289,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,290,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,291,fine-grained perception,recognition,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,292,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,293,fine-grained perception,object counting,0.0,,0.0,0.0
llava-v1.6-mistral-7b-hf_A3_vqa_15_blind_inst,294,fine-grained perception,localization,0.0,,0.0,0.0
